Vendor Name, Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclass
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,3,628.27,FUEL,13/12/18,,Fire Stations (South East),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,4,482.23,FUEL,13/12/18,,Fire Stations (North West),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,5,474.32,FUEL,13/12/18,,Fire Stations (North West),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,6,411.04,FUEL,13/12/18,,Fire Stations (North East),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,7,405.60,FUEL,13/12/18,,Fire Stations (South West),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,8,329.96,FUEL,13/12/18,,Fire Stations (South East),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,9,324.13,FUEL,13/12/18,,Fire Stations (South East),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,10,320.90,FUEL,13/12/18,,Fire Stations (South East),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,11,311.71,FUEL,13/12/18,,Fire Stations (North West),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,12,307.74,FUEL,13/12/18,,Fire Stations (South West),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,13,302.47,FUEL,13/12/18,,Fire Stations (South West),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,14,301.78,FUEL,13/12/18,,Fire Stations (North West),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,15,296.54,FUEL,13/12/18,,Fire Stations (North East),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,16,294.87,FUEL,13/12/18,,Fire Stations (South West),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,17,280.21,FUEL,13/12/18,,Fire Stations (North East),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,18,278.29,FUEL,13/12/18,,Fire Stations (South West),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,19,274.57,FUEL,13/12/18,,Fire Stations (North West),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,20,255.55,FUEL,13/12/18,,Fire Stations (North East),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,21,253.43,FUEL,13/12/18,,Fire Stations (South East),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,22,252.74,FUEL,13/12/18,,Fire Stations (North West),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,23,252.14,FUEL,13/12/18,,Fire Stations (South West),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,24,250.17,FUEL,13/12/18,,Fire Stations (North East),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,25,236.99,FUEL,13/12/18,,Fire Stations (North West),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,26,232.17,FUEL,13/12/18,,Operational Resilience,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,27,227.37,FUEL,13/12/18,,Central Operations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,28,225.09,FUEL,13/12/18,,Fire Stations (North West),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,29,224.59,FUEL,13/12/18,,Information and Communication Technology,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,30,221.32,FUEL,13/12/18,,Fire Stations (North West),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,31,217.43,FUEL,13/12/18,,Fire Stations (South West),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,32,217.17,FUEL,13/12/18,,Fire Stations (South West),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,33,215.55,FUEL,13/12/18,,Fire Stations (North West),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,34,213.70,FUEL,13/12/18,,Fire Stations (South East),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,35,212.49,FUEL,13/12/18,,Command Units,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,36,211.91,FUEL,13/12/18,,Fire Stations (North West),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,37,202.49,FUEL,13/12/18,,Fire Stations (South East),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,38,200.38,FUEL,13/12/18,,Fire Stations (South East),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,39,197.53,FUEL,13/12/18,,Fire Stations (North East),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,40,193.71,FUEL,13/12/18,,Fire Stations (South East),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,41,193.11,FUEL,13/12/18,,Fire Stations (North East),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,42,189.57,FUEL,13/12/18,,Fire Stations (North East),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,43,185.58,FUEL,13/12/18,,Fire Stations (North West),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,44,184.03,FUEL,13/12/18,,Fire Engineering & Specialist Fire Safety,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,45,182.97,FUEL,13/12/18,,Fire Stations (South East),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,46,177.82,FUEL,13/12/18,,Fire Stations (South East),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,47,175.58,FUEL,13/12/18,,Fire Stations (North East),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,48,172.61,FUEL,13/12/18,,Fire Stations (North West),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,49,172.13,FUEL,13/12/18,,Fire Stations (South West),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,50,168.96,FUEL,13/12/18,,Command Units,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,51,167.84,FUEL,13/12/18,,Fire Stations (North East),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,52,164.42,FUEL,13/12/18,,Fire Stations (South East),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,53,161.57,FUEL,13/12/18,,Operational Policy,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,54,157.79,FUEL,13/12/18,,Command Units,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,55,157.68,FUEL,13/12/18,,Fire Stations (North East),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,56,157.39,FUEL,13/12/18,,Fire Stations (North East),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,57,150.20,FUEL,13/12/18,,Fire Stations (South East),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,58,147.91,FUEL,13/12/18,,Fire Stations (South East),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,59,147.81,FUEL,13/12/18,,Fire Stations (South West),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,60,146.98,FUEL,13/12/18,,Operational Resilience,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,61,146.14,FUEL,13/12/18,,Fire Stations (North East),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,62,143.41,FUEL,13/12/18,,Fire Stations (South West),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,63,142.00,FUEL,13/12/18,,Fire Stations (South West),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,64,140.91,FUEL,13/12/18,,Fire Stations (South East),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,65,140.09,FUEL,13/12/18,,Fire Stations (North West),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,66,139.89,FUEL,13/12/18,,Fire Stations (South East),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,67,130.94,FUEL,13/12/18,,Fire Stations (North East),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,68,130.54,FUEL,13/12/18,,Fire Stations (North West),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,69,127.66,FUEL,13/12/18,,Fire Stations (North East),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,70,127.30,FUEL,13/12/18,,Fire Stations (North East),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,71,125.24,FUEL,13/12/18,,Fire Stations (North West),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,72,122.74,FUEL,13/12/18,,Fire Stations (South East),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,73,120.48,FUEL,13/12/18,,Fire Stations (North West),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,74,120.19,FUEL,13/12/18,,Fire Stations (North East),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,75,118.83,FUEL,13/12/18,,Fire Stations (North East),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,76,113.56,FUEL,13/12/18,,Technical and Service Support,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,77,113.09,FUEL,13/12/18,,Fire Stations (North West),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,78,109.41,FUEL,13/12/18,,Fire Stations (South East),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,79,103.14,FUEL,13/12/18,,Fire Stations (North West),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,80,97.16,FUEL,13/12/18,,Fire Stations (North West),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,81,91.67,FUEL,13/12/18,,Command Units,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,82,88.33,FUEL,13/12/18,,Procurement,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,83,87.79,FUEL,13/12/18,,Fire Stations (North West),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,84,87.00,FUEL,13/12/18,,Fire Stations (North East),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,85,85.78,FUEL,13/12/18,,Fire Stations (South East),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,86,79.29,FUEL,13/12/18,,Command Units,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,87,74.88,FUEL,13/12/18,,Community Safety,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,88,72.72,FUEL,13/12/18,,Fire Stations (South West),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,89,71.10,FUEL,13/12/18,,Command Units,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,90,68.45,FUEL,13/12/18,,Fire Stations (North East),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,91,62.17,FUEL,13/12/18,,Fire Stations (South East),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,92,52.50,FUEL,13/12/18,,Community Safety,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,93,48.32,FUEL,13/12/18,,Fire Stations (North West),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,94,45.25,FUEL,13/12/18,,Community Safety,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,95,43.72,FUEL,13/12/18,,Fire Stations (North West),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,96,21.20,FUEL,13/12/18,,Technical and Service Support,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,97,10.74,FUEL,13/12/18,,Fire Stations (South West),Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800123620,ALLSTAR BUSINESS SOLUTIONS LTD,E2010510372,98,8.92,FUEL,13/12/18,,Community Safety,Vehicle Management
QUANTECH ENVIRONMENTAL LIMITED,071218C,QUANTECH ENVIRONMENTAL LIMITED,E22386,1,250.00,REACTIVE MEP,13/12/18,293.50,Technical and Service Support,Works - Construction
QUANTECH ENVIRONMENTAL LIMITED,071218C,QUANTECH ENVIRONMENTAL LIMITED,E22386,2,43.50,REACTIVE MEP,13/12/18,,Technical and Service Support,Works - Construction
HALL FUELS,101218C,HALL FUELS,I10564989,1,"3,390.42",FUEL,13/12/18,"3,390.42",Fire Stations (South East),Vehicle Management
HALL FUELS,031218G,HALL FUELS,I10585505,1,"2,078.91",FUEL,13/12/18,"2,078.91",Fire Stations (North East),Vehicle Management
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,1,45.25,FOOTWEAR,13/12/18,"2,605.75",Fire Stations (North West),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,2,36.75,FOOTWEAR,13/12/18,,Fire Stations (North East),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,3,36.75,FOOTWEAR,13/12/18,,Fire Stations (North West),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,4,36.75,FOOTWEAR,13/12/18,,Fire Stations (North West),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,5,36.50,FOOTWEAR,13/12/18,,Fire Stations (South East),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,6,36.50,FOOTWEAR,13/12/18,,Fire Stations (South West),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,7,36.50,FOOTWEAR,13/12/18,,Fire Stations (North West),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,8,45.25,FOOTWEAR,13/12/18,,Fire Stations (North West),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,9,33.25,FOOTWEAR,13/12/18,,Fire Stations (North West),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,10,33.25,FOOTWEAR,13/12/18,,Fire Stations (North West),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,11,33.25,FOOTWEAR,13/12/18,,Fire Stations (South East),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,12,33.25,FOOTWEAR,13/12/18,,Fire Stations (North West),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,13,33.25,FOOTWEAR,13/12/18,,Fire Stations (North West),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,14,33.25,FOOTWEAR,13/12/18,,Fire Stations (South East),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,15,33.25,FOOTWEAR,13/12/18,,Fire Stations (South East),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,16,33.25,FOOTWEAR,13/12/18,,Fire Stations (North East),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,17,33.25,FOOTWEAR,13/12/18,,Fire Stations (North West),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,18,33.25,FOOTWEAR,13/12/18,,Fire Stations (North West),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,19,36.75,FOOTWEAR,13/12/18,,Fire Stations (South West),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,20,33.00,FOOTWEAR,13/12/18,,Fire Stations (North East),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,21,33.00,FOOTWEAR,13/12/18,,Fire Stations (South East),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,22,33.00,FOOTWEAR,13/12/18,,Fire Stations (North West),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,23,33.00,FOOTWEAR,13/12/18,,Fire Stations (South East),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,24,33.00,FOOTWEAR,13/12/18,,Fire Stations (North East),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,25,33.00,FOOTWEAR,13/12/18,,Fire Stations (North West),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,26,33.00,FOOTWEAR,13/12/18,,Fire Stations (North West),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,27,33.00,FOOTWEAR,13/12/18,,Fire Stations (South West),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,28,33.00,FOOTWEAR,13/12/18,,Fire Stations (South East),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,29,66.00,FOOTWEAR,13/12/18,,Firefighter Trainees,Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,30,36.50,FOOTWEAR,13/12/18,,Fire Stations (South West),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,31,36.50,FOOTWEAR,13/12/18,,Fire Stations (South West),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,32,36.50,FOOTWEAR,13/12/18,,Fire Stations (South West),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,33,33.25,FOOTWEAR,13/12/18,,Fire Stations (North West),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,34,33.25,FOOTWEAR,13/12/18,,Fire Stations (North West),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,35,33.25,FOOTWEAR,13/12/18,,Fire Stations (North West),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,36,33.25,FOOTWEAR,13/12/18,,Fire Stations (North East),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,37,33.25,FOOTWEAR,13/12/18,,Fire Engineering & Specialist Fire Safety,Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,38,33.25,FOOTWEAR,13/12/18,,Fire Stations (South West),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,39,33.25,FOOTWEAR,13/12/18,,Fire Stations (North West),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,40,66.00,FOOTWEAR,13/12/18,,Firefighter Trainees,Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,41,66.00,FOOTWEAR,13/12/18,,Firefighter Trainees,Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,42,66.00,FOOTWEAR,13/12/18,,Firefighter Trainees,Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,43,33.00,FOOTWEAR,13/12/18,,Fire Stations (South East),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,44,33.00,FOOTWEAR,13/12/18,,Fire Stations (Management),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,45,33.00,FOOTWEAR,13/12/18,,Fire Stations (North East),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,46,66.00,FOOTWEAR,13/12/18,,Firefighter Trainees,Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,47,33.00,FOOTWEAR,13/12/18,,Fire Stations (South West),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,48,33.00,FOOTWEAR,13/12/18,,Fire Stations (North West),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,49,33.00,FOOTWEAR,13/12/18,,Fire Stations (North East),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,50,66.00,FOOTWEAR,13/12/18,,Firefighter Trainees,Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,51,66.00,FOOTWEAR,13/12/18,,Firefighter Trainees,Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,52,33.00,FOOTWEAR,13/12/18,,Fire Stations (North East),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,53,33.00,FOOTWEAR,13/12/18,,Fire Stations (South East),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,54,66.00,FOOTWEAR,13/12/18,,Firefighter Trainees,Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,55,66.00,FOOTWEAR,13/12/18,,Firefighter Trainees,Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,56,66.00,FOOTWEAR,13/12/18,,Firefighter Trainees,Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,57,66.00,FOOTWEAR,13/12/18,,Firefighter Trainees,Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,58,33.00,FOOTWEAR,13/12/18,,Fire Stations (South West),Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,59,66.00,FOOTWEAR,13/12/18,,Firefighter Trainees,Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,60,66.00,FOOTWEAR,13/12/18,,Firefighter Trainees,Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,61,66.00,FOOTWEAR,13/12/18,,Firefighter Trainees,Clothing
NPS SHOES LTD,800122697,NPS SHOES LTD,INV-3508,62,66.00,FOOTWEAR,13/12/18,,Firefighter Trainees,Clothing
CORPORATE DIRECT (EUROPE) LTD,061218C,CORPORATE DIRECT (EUROPE) LTD,INV0275536,1,175.00,MAINTENANCE & SUPPORT,13/12/18,258.95,Control and Mobilising,ICT
