Order Number,Date,Order value,Order Description,Location,Supplier,Unit Cost,Order Quantity,Line Cost,Order Number Grouped,Total Order Cost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19049,24/10/14,"£7,698.60",UNION STREET - SPACE RATIONALISATION PROJECT,UNION STREET HQ - FM,FLEXIFORM BUSINESS FURNITURE==,"£7,698.60",1.00,"£7,698.60",PSP/19049,"£7,698.60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19063,27/10/14,"£8,363.85","WEST NORWOOD FS  - SECURITY SERVICES, 30.10.14 - 24.12.14",WEST NORWOOD FIRE STATION,VIGILANCE PROPERTIES,£1.00,"8,363.85","£8,363.85",PSP/19063,"£8,363.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19067,27/10/14,"£5,800.00",5 YR PERIODCIC INSPECTION & TESTING -LAMBETH FS,LAMBETH FIRE STATION,BEAUMONT CONSTRUCTION SERVICES,"£5,800.00",1.00,"£5,800.00",PSP/19067,"£5,800.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSE/53129,27/10/14,"£6,743.52",AGENCY WORKERS - FRS          EXTENSION OF PLACEMENT,FSR POLICY (2 US),ADECCO UK LIMITED=============,£17.84,378.00,"£6,743.52",TSE/53129,"£6,743.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSE/53130,27/10/14,"£6,743.52",AGENCY WORKERS - FRS          EXTENSION OF PLACEMENT,FSR POLICY (2 US),ADECCO UK LIMITED=============,£17.84,378.00,"£6,743.52",TSE/53130,"£6,743.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSE/53131,27/10/14,"£6,743.52",AGENCY WORKERS - FRS          EXTENSION OF PLACEMENT,FSR POLICY (2 US),ADECCO UK LIMITED=============,£17.84,378.00,"£6,743.52",TSE/53131,"£6,743.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19072,28/10/14,"£9,600.00",REPAIR TO YARD AREA DUE TO H&S - WHITECHAPEL FS,WHITECHAPEL FIRE STATION,FAHEY BUILDERS LTD============,"£9,600.00",1.00,"£9,600.00",PSP/19072,"£9,600.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSE/53149,28/10/14,"£7,975.00","NON CATALOGUE - SERVICES, EXCLUDING PROPERTY SERVICES",BUSINESS CONT - PROC'T (1 US),BABCOCK CRITICAL SERVICES LTD,£275.00,29.00,"£7,975.00",TSE/53149,"£7,975.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSE/53168,28/10/14,"£6,970.50",ENTEL HT981 BATTERY,RADIO GROUP (RUISLIP),RADIOCOMS SYSTEMS LIMITED=====,£38.11,50.00,"£1,905.50",TSE/53168,"£6,970.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSE/53168,28/10/14,"£6,970.50",ENTEL HX481 BATTERY,RADIO GROUP (RUISLIP),RADIOCOMS SYSTEMS LIMITED=====,£22.15,200.00,"£4,430.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSE/53168,28/10/14,"£6,970.50",DELIVERY CHARGE (RADIOCOMS),RADIO GROUP (RUISLIP),RADIOCOMS SYSTEMS LIMITED=====,£10.00,1.00,£10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSE/53168,28/10/14,"£6,970.50",FACILITY PLUG LEAD-STRAIGHT   HT981,RADIO GROUP (RUISLIP),RADIOCOMS SYSTEMS LIMITED=====,£25.00,25.00,£625.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGS/09171,29/10/14,"£9,935.50",HOSE 89MM X 30M UNCOUPLED     DURALINE YELLOW,P.E. GROUP,ANGUS FIRE LIMITED,£198.71,50.00,"£9,935.50",PGS/09171,"£9,935.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19078,29/10/14,"£8,480.00",CONSULTANCY SERVICES FOR FIRE SAFETY WORKS - ADDINGTON FS,ADDINGTON FIRE STATION,URS SCOTT WILSON LIMITED,"£8,480.00",1.00,"£8,480.00",PSP/19078,"£8,480.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19081,30/10/14,"£5,545.00",NEW WEST NORWOOD FIRE STATION - DRYING ROOM RACKS,WEST NORWOOD FIRE STATION,W.C. EVANS & SONS (ENGS) LTD,"£4,545.00",1.00,"£4,545.00",PSP/19081,"£5,545.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19081,30/10/14,"£5,545.00",ADDITIONAL INCREASE OF £1000 TO ORIGINAL ORDER VALUE,WEST NORWOOD FIRE STATION,W.C. EVANS & SONS (ENGS) LTD,"£1,000.00",1.00,"£1,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSE/53208,30/10/14,"£9,450.00",TRAINING COURSES - EXTERNAL,IMD HEAD OF INFO MNGT (G US),LEARNING TREE INTERNATIONAL LT,£1.00,"9,450.00","£9,450.00",TSE/53208,"£9,450.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19084,31/10/14,"£7,525.00",ISLINGTON FS - KITCHEN SUPPLY AND EXTRACT SYSTEM,ISLINGTON FIRE STATION,CK DIRECT,"£7,525.00",1.00,"£7,525.00",PSP/19084,"£7,525.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19085,31/10/14,"£7,835.00",HOLLOWAY  FS - KITCHEN SUPPLY AND EXTRACT SYSTEM,HOLLOWAY FIRE STATION,CK DIRECT,"£7,835.00",1.00,"£7,835.00",PSP/19085,"£7,835.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSE/53228,31/10/14,"£8,741.60",AGENCY WORKERS - FRS          EXTENSION OF PLACEMENT,PROPERTY MNGT & ADMIN (3 US),ADECCO UK LIMITED=============,£17.84,490.00,"£8,741.60",TSE/53228,"£8,741.60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSE/53236,03/11/14,"£7,492.80",AGENCY WORKERS - FRS          EXTENSION OF PLACEMENT,(SE) P'MANCE/M'TORING-LEWISHAM,ADECCO UK LIMITED=============,£17.84,420.00,"£7,492.80",TSE/53236,"£7,492.80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITS/14082,04/11/14,"£6,608.37",SUPPLY & INSTALL. CAT5 CABLING AS PER SCOPE OF WORKS & SPEC,IT NETWORK GROUP (1 US),KCOM GROUP====================,"£1,586.13",1.00,"£1,586.13",ITS/14082,"£6,608.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITS/14082,04/11/14,"£6,608.37",SUPPLY & INSTALL. FIBRE OPTIC AS PER SCOPE OF WORKS & SPEC,IT NETWORK GROUP (1 US),KCOM GROUP====================,"£3,441.72",1.00,"£3,441.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITS/14082,04/11/14,"£6,608.37",SUPPLY & INSTALL. OF VOICE AS PER SCOPE OF WORKS & SPEC,IT NETWORK GROUP (1 US),KCOM GROUP====================,£718.52,1.00,£718.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITS/14082,04/11/14,"£6,608.37",ANCILLARY ITEMS,IT NETWORK GROUP (1 US),KCOM GROUP====================,£862.00,1.00,£862.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGS/09177,04/11/14,"£5,403.37",PNEUMATICS - CONNECTING STUD,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,£2.53,10.00,£25.27,PGS/09177,"£5,403.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGS/09177,04/11/14,"£5,403.37",BALANCED PISTON ASSEMBLY,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,£23.31,10.00,£233.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGS/09177,04/11/14,"£5,403.37",ESA LDV - ATB ASSY,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,£38.02,10.00,£380.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGS/09177,04/11/14,"£5,403.37",PSS7000 CYLINDER STRAP        BUCKLE END,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,£11.11,10.00,£111.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGS/09177,04/11/14,"£5,403.37",FPS 7000 FACEMASK - MASK BODY EPDM-M FPS 7000,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,£28.37,100.00,"£2,837.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGS/09177,04/11/14,"£5,403.37",FPS 7000 FACEMASK CLAMP F2.,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,£5.31,50.00,£265.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGS/09177,04/11/14,"£5,403.37",ESA CONNECTION - EXHALATION   VALVE DISC,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,£7.13,40.00,£285.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGS/09177,04/11/14,"£5,403.37",PSS7000 MP HOSE,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,£36.05,10.00,£360.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGS/09177,04/11/14,"£5,403.37",ESA LDV HOSE ASSY (SHORT),P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,£22.60,10.00,£226.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGS/09177,04/11/14,"£5,403.37",FPS7000 FACEMASK - HEAD STRAP M/L CR BLACK,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,£13.59,50.00,£679.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSE/53252,04/11/14,"£7,421.40",AGENCY WORKERS - FRS          INITIAL PLACEMENT,IT CUSTOMER SUPPORT (1 US),ADECCO UK LIMITED=============,£17.67,420.00,"£7,421.40",TSE/53252,"£7,421.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSE/53257,04/11/14,"£6,000.00",TRAINING COURSES - EXTERNAL,FSR PERFORMANCE & TRNNG (2 US),GLASGOW CALEDONIAN UNIVERSITY,"£6,000.00",1.00,"£6,000.00",TSE/53257,"£6,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSE/53259,04/11/14,"£5,670.00",AUDIT COMMISSION INSPECTION   FEES - ERNST & YOUNG,FINANCE AUDIT CEN O/H (3 US),ERNST AND YOUNG,"£5,670.00",1.00,"£5,670.00",TSE/53259,"£5,670.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITS/14084,05/11/14,"£6,404.70",PERMANENT PLACEMENT AS PROBLEM MANAGER - INVOICE 3394,IT CUSTOMER SUPPORT (1 US),UNDERSTANDING RECRUITMENT,"£6,404.70",1.00,"£6,404.70",ITS/14084,"£6,404.70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19103,06/11/14,"£7,300.00",SIDCUP FS - REMIDIAL WORKS FOR WATER PENETRATION DAMAGE,SIDCUP FIRE STATION,P J HARTE(DECORATING CONT) LTD,"£7,300.00",1.00,"£7,300.00",PSP/19103,"£7,300.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19106,06/11/14,"£5,840.00",CLEANING OF INTERCEPTOR AT CHISWICK FIRE STATION,PROPERTY SERVICES (3 US),MOOLANDS LTD,£730.00,1.00,£730.00,PSP/19106,"£5,840.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19106,06/11/14,"£5,840.00",CLEANING OF INTERCEPTOR AT HARROW FIRE STATION,PROPERTY SERVICES (3 US),MOOLANDS LTD,£730.00,1.00,£730.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19106,06/11/14,"£5,840.00",CLEANING OF INTERCEPTOR AT TWICKENHAM FIRE STATION,PROPERTY SERVICES (3 US),MOOLANDS LTD,£730.00,1.00,£730.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19106,06/11/14,"£5,840.00",CLEANING OF INTERCEPTOR AT WANDSWORTH FIRE STATION,PROPERTY SERVICES (3 US),MOOLANDS LTD,£730.00,1.00,£730.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19106,06/11/14,"£5,840.00",CLEANING OF INTERCEPTOR AT BEXLEY FIRE STATION,PROPERTY SERVICES (3 US),MOOLANDS LTD,£730.00,1.00,£730.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19106,06/11/14,"£5,840.00",CLEANING OF INTERCEPTOR AT CROYDON FIRE STATION,PROPERTY SERVICES (3 US),MOOLANDS LTD,£730.00,1.00,£730.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19106,06/11/14,"£5,840.00",CLEANING OF INTERCEPTOR AT FOREST HILL FIRE STATION,PROPERTY SERVICES (3 US),MOOLANDS LTD,£730.00,1.00,£730.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19106,06/11/14,"£5,840.00",CLEANING OF INTERCEPTOR AT NORBURY FIRE STATION,PROPERTY SERVICES (3 US),MOOLANDS LTD,£730.00,1.00,£730.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19113,07/11/14,"£6,843.50",WOODFORD FIRE STATION - GEAR HANGING,WOODFORD FIRE STATION,B NOKES CONTRACTS LTD,"£6,843.50",1.00,"£6,843.50",PSP/19113,"£6,843.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19119,10/11/14,"£8,740.00",KITCHEN SUPPLY AND EXTRACT SYSTEM - WILLESDEN FIRE STATION,WILLESDEN FIRE STATION,CK DIRECT,"£8,740.00",1.00,"£8,740.00",PSP/19119,"£8,740.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSE/53337,10/11/14,"£6,657.00",AGENCY WORKERS - FRS          INITIAL PLACEMENT,IMD HEAD OF INFO MNGT (G US),ADECCO UK LIMITED=============,£15.85,420.00,"£6,657.00",TSE/53337,"£6,657.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSE/53338,10/11/14,"£7,381.64",AGENCY WORKERS - FRS          EXTENSION OF PLACEMENT,NATIONAL OPER. GUIDANCE (G US),ADECCO UK LIMITED=============,£25.72,287.00,"£7,381.64",TSE/53338,"£7,381.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSE/53339,10/11/14,"£6,657.00",AGENCY WORKERS - FRS          INITIAL PLACEMENT,IMD HEAD OF INFO MNGT (G US),ADECCO UK LIMITED=============,£15.85,420.00,"£6,657.00",TSE/53339,"£6,657.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSE/53341,10/11/14,"£5,100.00","DERV, ULTRA LOW SULPHUR DIESEL, ROAD USE - FOR STATION USE",CROYDON FIRE STATION,HALL FUELS,£1.02,"5,000.00","£5,100.00",TSE/53341,"£5,100.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITS/14095,13/11/14,"£6,848.16","GREG SHARP - CONSULTANCY - SEPT & OCT, 2014",IT BUSINESS SOLUTIONS (1 US),INFOR (UNITED KINGDOM) LIMITED,£142.67,32.00,"£4,565.44",ITS/14095,"£6,848.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITS/14095,13/11/14,"£6,848.16","TRACEY STEWART - ICS PROJECT MANAGEMENT - OCT, 2014",IT BUSINESS SOLUTIONS (1 US),INFOR (UNITED KINGDOM) LIMITED,£142.67,16.00,"£2,282.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
