Invoice Number, Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclass
2910150316,140119K,DRAEGER SAFETY UK LIMITED,2910150316,2,"3,332.50",PROTECTIVE EQUIPT - PARTS,17/01/19,,Technical and Service Support,Consultancy
2910150620,140119V,DRAEGER SAFETY UK LIMITED,2910150620,1,"17,748.00",OPERATIONAL EQUIP-PURCHASE,17/01/19,"17,748.00",Operational Resilience,Consultancy
2910150836,140119K,DRAEGER SAFETY UK LIMITED,2910150836,1,"4,732.80",OPERATIONAL EQUIP-PURCHASE,17/01/19,"4,944.06",Operational Resilience,Consultancy
2910150836,140119K,DRAEGER SAFETY UK LIMITED,2910150836,2,211.26,OPERATIONAL EQUIP-PURCHASE,17/01/19,,Operational Resilience,Consultancy
2910151044,100119K,DRAEGER SAFETY UK LIMITED,2910151044,1,"1,836.92",PROTECTIVE EQUIPT - PARTS,17/01/19,"9,671.73",Technical and Service Support,Consultancy
2910151044,100119K,DRAEGER SAFETY UK LIMITED,2910151044,2,"1,390.81",PROTECTIVE EQUIPT - PARTS,17/01/19,,Technical and Service Support,Consultancy
2910151044,100119K,DRAEGER SAFETY UK LIMITED,2910151044,3,"1,010.00",PROTECTIVE EQUIPT - PARTS,17/01/19,,Technical and Service Support,Consultancy
2910151044,100119K,DRAEGER SAFETY UK LIMITED,2910151044,4,"5,408.00",PROTECTIVE EQUIPT - PARTS,17/01/19,,Technical and Service Support,Consultancy
2910151044,100119K,DRAEGER SAFETY UK LIMITED,2910151044,5,26.00,PROTECTIVE EQUIPT - PARTS,17/01/19,,Technical and Service Support,Consultancy
2910151345,100119K,DRAEGER SAFETY UK LIMITED,2910151345,1,"1,027.99",PROTECTIVE EQUIPT - PARTS,17/01/19,"1,395.69",Technical and Service Support,Consultancy
2910151345,100119K,DRAEGER SAFETY UK LIMITED,2910151345,2,250.25,PROTECTIVE EQUIPT - PARTS,17/01/19,,Technical and Service Support,Consultancy
2910151345,100119K,DRAEGER SAFETY UK LIMITED,2910151345,3,110.45,PROTECTIVE EQUIPT - PARTS,17/01/19,,Technical and Service Support,Consultancy
2910151345,100119K,DRAEGER SAFETY UK LIMITED,2910151345,4,7.00,PROTECTIVE EQUIPT - PARTS,17/01/19,,Technical and Service Support,Consultancy
2914694,800125005,CORPORATE TRAVEL MGMT(NORTH),2914694,1,584.68,ACCOMMODATION BOOKINGS,17/01/19,584.68,Operational Policy,Consultancy
31473,140119K,WATERFRONT MANUFACTURING LTD,31473,1,209.59,UNIFORMS,17/01/19,394.20,Fire Stations (North West),Consultancy
31473,140119K,WATERFRONT MANUFACTURING LTD,31473,2,184.61,UNIFORMS,17/01/19,,Fire Stations (North West),Consultancy
31562,140119K,WATERFRONT MANUFACTURING LTD,31562,1,220.59,UNIFORMS,17/01/19,405.20,Fire Stations (North East),Consultancy
31562,140119K,WATERFRONT MANUFACTURING LTD,31562,2,184.61,UNIFORMS,17/01/19,,Fire Stations (North East),Consultancy
31563,140119K,WATERFRONT MANUFACTURING LTD,31563,1,209.59,UNIFORMS,17/01/19,394.20,Fire Stations (South East),Consultancy
31563,140119K,WATERFRONT MANUFACTURING LTD,31563,2,184.61,UNIFORMS,17/01/19,,Fire Stations (South East),Consultancy
31566,140119K,WATERFRONT MANUFACTURING LTD,31566,1,209.59,UNIFORMS,17/01/19,394.20,Fire Stations (South East),Consultancy
31566,140119K,WATERFRONT MANUFACTURING LTD,31566,2,184.61,UNIFORMS,17/01/19,,Fire Stations (South East),Consultancy
31567,100119K,WATERFRONT MANUFACTURING LTD,31567,1,209.59,UNIFORMS,17/01/19,394.20,Fire Stations (South East),Consultancy
31567,100119K,WATERFRONT MANUFACTURING LTD,31567,2,184.61,UNIFORMS,17/01/19,,Fire Stations (South East),Consultancy
31568,110119K,WATERFRONT MANUFACTURING LTD,31568,1,184.61,UNIFORMS,17/01/19,394.20,Fire Stations (South East),Consultancy
31568,110119K,WATERFRONT MANUFACTURING LTD,31568,2,209.59,UNIFORMS,17/01/19,,Fire Stations (South East),Consultancy
3507,090119G,LC ENERGY LTD,3507,1,963.21,GAS,17/01/19,963.21,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,1,11.54,PLANNED ASBESTOS,17/01/19,"1,200.00",Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,2,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,3,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,4,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,5,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,6,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,7,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,8,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,9,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,10,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,11,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,12,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,13,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,14,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,15,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,16,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,17,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,18,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,19,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,20,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,21,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,22,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,23,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,24,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,25,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,26,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,27,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,28,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,29,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,30,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,31,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,32,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,33,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,34,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,35,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,36,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,37,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,38,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,39,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,40,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,41,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,42,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,43,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,44,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,45,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,46,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,47,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,48,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,49,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,50,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,51,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,52,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,53,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,54,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,55,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,56,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,57,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,58,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,59,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,60,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,61,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,62,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,63,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,64,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,65,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,66,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,67,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,68,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,69,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,70,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,71,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,72,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,73,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,74,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,75,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,76,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,77,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,78,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,79,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,80,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,81,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,82,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,83,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,84,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,85,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,86,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,87,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,88,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,89,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,90,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,91,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,92,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,93,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,94,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,95,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,96,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,97,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,98,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,99,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,100,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,101,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,102,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,103,11.54,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3623,800124974,GRADIENT CONSULTANTS LLP,3623,104,11.38,PLANNED ASBESTOS,17/01/19,,Technical and Service Support,Consultancy
3630007583,090119V,HAMPSHIRE FIRE AND RESCUE SERV,3630007583,1,"15,204.43",FIRE AUTHS-MUTUAL ASSISTANCE,17/01/19,"15,204.43",CPO Planning,Consultancy
3630007584,090119V,HAMPSHIRE FIRE AND RESCUE SERV,3630007584,1,"15,509.11",FIRE AUTHS-MUTUAL ASSISTANCE,17/01/19,"15,509.11",CPO Quality Assurance,Consultancy
4/I11121,110119K,H V SIER LTD,4/I11121,1,294.24,STATIONERY CONSUMABLES,17/01/19,294.24,Communications,Consultancy
474383,140119V,BRISTOL UNIFORMS LTD,474383,1,"194,259.20",CLOTHING,17/01/19,"194,259.20",Procurement,Consultancy
479781,140119K,BRISTOL UNIFORMS LTD,479781,1,822.73,CLOTHING,17/01/19,822.73,Procurement,Consultancy
479782,140119K,BRISTOL UNIFORMS LTD,479782,1,"4,020.95",CLOTHING,17/01/19,"4,020.95",Procurement,Consultancy
481059,140119K,BRISTOL UNIFORMS LTD,481059,1,"4,512.00",CLOTHING,17/01/19,"4,512.00",Procurement,Consultancy
481060,140119V,BRISTOL UNIFORMS LTD,481060,1,"193,972.40",CLOTHING,17/01/19,"193,972.40",Procurement,Consultancy
483478,140119K,BRISTOL UNIFORMS LTD,483478,1,822.73,CLOTHING,17/01/19,822.73,Procurement,Consultancy
483479,140119K,BRISTOL UNIFORMS LTD,483479,1,"4,020.95",CLOTHING,17/01/19,"4,020.95",Procurement,Consultancy
485248,140119K,BRISTOL UNIFORMS LTD,485248,1,"4,512.00",CLOTHING,17/01/19,"4,512.00",Procurement,Consultancy
485249,140119V,BRISTOL UNIFORMS LTD,485249,1,"193,972.40",CLOTHING,17/01/19,"193,972.40",Procurement,Consultancy
492972,100119V,BT GLOBAL SERVICES,492972,1,"16,748.67",NETWORK EQUIPMENT & SERVICES,17/01/19,"16,748.67",Information and Communication Technology,Consultancy
492979,100119V,BT GLOBAL SERVICES,492979,1,"14,497.63",TELECOMMUNICATIONS,17/01/19,"14,497.63",Information and Communication Technology,Consultancy
5000542,800124494,GREENHAM TRADING LTD,5000542,1,17.70,HYGIENE,17/01/19,424.42,Fire Stations (South West),Consultancy
5000542,800124494,GREENHAM TRADING LTD,5000542,2,19.85,PROTECTIVE CLOTHING,17/01/19,,Fire Stations (South West),Consultancy
5000542,800124494,GREENHAM TRADING LTD,5000542,3,16.80,HYGIENE,17/01/19,,Fire Stations (South West),Consultancy
5000542,800124494,GREENHAM TRADING LTD,5000542,4,47.56,HYGIENE,17/01/19,,Fire Stations (South West),Consultancy
5000542,800124494,GREENHAM TRADING LTD,5000542,5,33.36,HYGIENE,17/01/19,,Fire Stations (South West),Consultancy
5000542,800124494,GREENHAM TRADING LTD,5000542,6,22.35,STATIONERY CONSUMABLES,17/01/19,,Fire Stations (South West),Consultancy
5000542,800124494,GREENHAM TRADING LTD,5000542,7,39.80,HYGIENE,17/01/19,,Fire Stations (South West),Consultancy
5000542,800124494,GREENHAM TRADING LTD,5000542,8,18.80,HYGIENE,17/01/19,,Fire Stations (South West),Consultancy
5000542,800124494,GREENHAM TRADING LTD,5000542,9,12.40,HYGIENE,17/01/19,,Fire Stations (South West),Consultancy
5000542,800124494,GREENHAM TRADING LTD,5000542,10,2.35,HYGIENE,17/01/19,,Fire Stations (South West),Consultancy
5000542,800124494,GREENHAM TRADING LTD,5000542,11,18.80,HYGIENE,17/01/19,,Fire Stations (South West),Consultancy
5000542,800124494,GREENHAM TRADING LTD,5000542,12,18.80,HYGIENE,17/01/19,,Fire Stations (South West),Consultancy
5000542,800124494,GREENHAM TRADING LTD,5000542,13,18.80,HYGIENE,17/01/19,,Fire Stations (South West),Consultancy
5000542,800124494,GREENHAM TRADING LTD,5000542,14,12.40,HYGIENE,17/01/19,,Fire Stations (South West),Consultancy
5000542,800124494,GREENHAM TRADING LTD,5000542,15,9.20,HYGIENE,17/01/19,,Fire Stations (South West),Consultancy
5000542,800124494,GREENHAM TRADING LTD,5000542,16,5.35,HYGIENE,17/01/19,,Fire Stations (South West),Consultancy
5000542,800124494,GREENHAM TRADING LTD,5000542,17,1.71,HYGIENE,17/01/19,,Fire Stations (South West),Consultancy
5000542,800124494,GREENHAM TRADING LTD,5000542,18,21.60,FOOTWEAR,17/01/19,,Fire Stations (South West),Consultancy
5000542,800124494,GREENHAM TRADING LTD,5000542,19,10.80,HYGIENE,17/01/19,,Fire Stations (South West),Consultancy
5000542,800124494,GREENHAM TRADING LTD,5000542,20,16.30,HYGIENE,17/01/19,,Fire Stations (South West),Consultancy
5000542,800124494,GREENHAM TRADING LTD,5000542,21,12.44,HYGIENE,17/01/19,,Fire Stations (South West),Consultancy
5000542,800124494,GREENHAM TRADING LTD,5000542,22,23.88,HYGIENE,17/01/19,,Fire Stations (South West),Consultancy
5000542,800124494,GREENHAM TRADING LTD,5000542,23,5.60,HYGIENE,17/01/19,,Fire Stations (South West),Consultancy
5000542,800124494,GREENHAM TRADING LTD,5000542,24,2.92,OPERATIONAL EQUIP-PURCHASE,17/01/19,,Fire Stations (South West),Consultancy
5000542,800124494,GREENHAM TRADING LTD,5000542,25,1.83,HYGIENE,17/01/19,,Fire Stations (South West),Consultancy
5000542,800124494,GREENHAM TRADING LTD,5000542,26,13.02,HYGIENE,17/01/19,,Fire Stations (South West),Consultancy
50070,100119K,THE KINGDOM GROUP LT T/A KINGS,50070,1,422.52,FRS STAFF AGENCY,17/01/19,422.52,Communications,Consultancy
504777896,142528,LEASEPLAN UK LIMITED,504777896,1,"4,088.37",LEASE CAR CHARGES,17/01/19,"3,767.91",Procurement,Consultancy
504777896,142528,LEASEPLAN UK LIMITED,504777896,2,-320.46,VAT CAR LEASING,17/01/19,,Finance Services,Consultancy
51226,110119K,HOMEPACK LTD,51226,1,108.40,OPERATIONAL EQUIP-PURCHASE,17/01/19,325.20,Fire Stations (South West),Consultancy
51226,110119K,HOMEPACK LTD,51226,2,108.40,OPERATIONAL EQUIP-PURCHASE,17/01/19,,Fire Stations (South West),Consultancy
51226,110119K,HOMEPACK LTD,51226,3,108.40,OPERATIONAL EQUIP-PURCHASE,17/01/19,,Fire Stations (South West),Consultancy
536196,800124662,SPORTSAFE UK LTD,536196,1,11.67,PLANNED GYM EQUIPMENT,17/01/19,"1,379.38",Technical and Service Support,Consultancy
536196,800124662,SPORTSAFE UK LTD,536196,2,15.42,PLANNED GYM EQUIPMENT,17/01/19,,Technical and Service Support,Consultancy
536196,800124662,SPORTSAFE UK LTD,536196,3,11.67,PLANNED GYM EQUIPMENT,17/01/19,,Technical and Service Support,Consultancy
536196,800124662,SPORTSAFE UK LTD,536196,4,7.92,PLANNED GYM EQUIPMENT,17/01/19,,Technical and Service Support,Consultancy
536196,800124662,SPORTSAFE UK LTD,536196,5,11.67,PLANNED GYM EQUIPMENT,17/01/19,,Technical and Service Support,Consultancy
536196,800124662,SPORTSAFE UK LTD,536196,6,15.42,PLANNED GYM EQUIPMENT,17/01/19,,Technical and Service Support,Consultancy
536196,800124662,SPORTSAFE UK LTD,536196,7,15.42,PLANNED GYM EQUIPMENT,17/01/19,,Technical and Service Support,Consultancy
536196,800124662,SPORTSAFE UK LTD,536196,8,15.42,PLANNED GYM EQUIPMENT,17/01/19,,Technical and Service Support,Consultancy
536196,800124662,SPORTSAFE UK LTD,536196,9,11.67,PLANNED GYM EQUIPMENT,17/01/19,,Technical and Service Support,Consultancy
536196,800124662,SPORTSAFE UK LTD,536196,10,15.42,PLANNED GYM EQUIPMENT,17/01/19,,Technical and Service Support,Consultancy
536196,800124662,SPORTSAFE UK LTD,536196,11,11.67,PLANNED GYM EQUIPMENT,17/01/19,,Technical and Service Support,Consultancy
536196,800124662,SPORTSAFE UK LTD,536196,12,15.42,PLANNED GYM EQUIPMENT,17/01/19,,Technical and Service Support,Consultancy
536196,800124662,SPORTSAFE UK LTD,536196,13,22.50,PLANNED GYM EQUIPMENT,17/01/19,,Technical and Service Support,Consultancy
536196,800124662,SPORTSAFE UK LTD,536196,14,17.50,PLANNED GYM EQUIPMENT,17/01/19,,Technical and Service Support,Consultancy
536196,800124662,SPORTSAFE UK LTD,536196,15,18.75,PLANNED GYM EQUIPMENT,17/01/19,,Technical and Service Support,Consultancy
536196,800124662,SPORTSAFE UK LTD,536196,16,30.84,PLANNED GYM EQUIPMENT,17/01/19,,Technical and Service Support,Consultancy
536196,800124662,SPORTSAFE UK LTD,536196,17,18.34,PLANNED GYM EQUIPMENT,17/01/19,,Technical and Service Support,Consultancy
536196,800124662,SPORTSAFE UK LTD,536196,18,16.67,PLANNED GYM EQUIPMENT,17/01/19,,Technical and Service Support,Consultancy
536196,800124662,SPORTSAFE UK LTD,536196,19,15.42,PLANNED GYM EQUIPMENT,17/01/19,,Technical and Service Support,Consultancy
536196,800124662,SPORTSAFE UK LTD,536196,20,11.67,PLANNED GYM EQUIPMENT,17/01/19,,Technical and Service Support,Consultancy
536196,800124662,SPORTSAFE UK LTD,536196,21,14.59,PLANNED GYM EQUIPMENT,17/01/19,,Technical and Service Support,Consultancy
536196,800124662,SPORTSAFE UK LTD,536196,22,15.42,PLANNED GYM EQUIPMENT,17/01/19,,Technical and Service Support,Consultancy
536196,800124662,SPORTSAFE UK LTD,536196,23,15.42,PLANNED GYM EQUIPMENT,17/01/19,,Technical and Service Support,Consultancy
