Invoice Number, Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclass
INV-3600,800124296,NPS SHOES LTD,INV-3600,16,33.00,FOOTWEAR,07/01/19,,Firefighter Trainees,Clothing
INV-3600,800124296,NPS SHOES LTD,INV-3600,17,66.00,FOOTWEAR,07/01/19,,Firefighter Trainees,Clothing
INV-3600,800124296,NPS SHOES LTD,INV-3600,18,66.00,FOOTWEAR,07/01/19,,Firefighter Trainees,Clothing
INV-3600,800124296,NPS SHOES LTD,INV-3600,19,33.00,FOOTWEAR,07/01/19,,Fire Stations (North East),Clothing
INV-3600,800124296,NPS SHOES LTD,INV-3600,20,33.00,FOOTWEAR,07/01/19,,Fire Stations (South West),Clothing
INV-3600,800124296,NPS SHOES LTD,INV-3600,21,66.00,FOOTWEAR,07/01/19,,Firefighter Trainees,Clothing
INV-3600,800124296,NPS SHOES LTD,INV-3600,22,33.00,FOOTWEAR,07/01/19,,Fire Stations (South West),Clothing
INV-3605,141218K,ENERGY AUDITING AGENCY LTD,INV-3605,1,978.00,PROFESSIONAL SERVICES,07/01/19,978.00,Technical and Service Support,Consultancy
INV-3609,181218K,ENERGY AUDITING AGENCY LTD,INV-3609,1,326.00,PROFESSIONAL SERVICES,07/01/19,326.00,Technical and Service Support,Consultancy
INVSLF270,142519,MISS SARAH LE FEVRE,INVSLF270,1,"11,458.34",LEGAL PROFESSIONAL FEES-GENERL,07/01/19,"11,458.34",Grenfell Investigation Legal Costs,Legal Services
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,1,"1,594.54",PLANNED CLEANING,07/01/19,"114,198.06",Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,2,766.68,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,3,734.35,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,4,754.67,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,5,"1,315.67",PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,6,882.41,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,7,619.64,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,8,760.72,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,9,"1,097.67",PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,10,577.65,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,11,"1,400.89",PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,12,523.83,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,13,"1,030.54",PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,14,505.90,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,15,607.40,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,16,"2,058.99",PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,17,587.84,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,18,783.15,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,19,"1,538.07",PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,20,823.47,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,21,"1,848.82",PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,22,808.87,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,23,787.14,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,24,577.23,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,25,"1,675.21",PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,26,"2,738.18",PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,27,52.30,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,28,157.55,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,29,757.02,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,30,949.53,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,31,"1,048.50",PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,32,830.71,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,33,407.07,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,34,779.04,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,35,755.91,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,36,752.83,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,37,"1,858.54",PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,38,951.08,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,39,"1,530.03",PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,40,746.88,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,41,799.82,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,42,988.45,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,43,"1,626.83",PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,44,"1,900.39",PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,45,764.14,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,46,596.04,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,47,826.36,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,48,"1,641.15",PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,49,585.26,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,50,"1,211.26",PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,51,411.10,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,52,"1,240.67",PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,53,"1,389.54",PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,54,650.28,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,55,941.25,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,56,"1,122.31",PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,57,747.65,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,58,"2,639.85",PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,59,829.70,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,60,"1,696.83",PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,61,749.70,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,62,66.19,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,63,"1,631.19",PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,64,"1,139.11",PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,65,759.73,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,66,801.85,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,67,853.51,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,68,895.78,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,69,400.93,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,70,"1,123.20",PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,71,988.68,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,72,"1,129.03",PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,73,582.07,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,74,759.78,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,75,"1,623.84",PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,76,384.28,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,77,"1,225.08",PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,78,"2,710.61",PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,79,768.39,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,80,"1,555.87",PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,81,"2,405.18",PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,82,576.58,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,83,592.11,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,84,"1,204.47",PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,85,794.49,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,86,619.01,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,87,"1,104.74",PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,88,737.07,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,89,974.18,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,90,776.88,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,91,"1,622.34",PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,92,"1,083.31",PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,93,18.64,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,94,9.54,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,95,496.86,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,96,"2,105.31",PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,97,992.51,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,98,"1,570.91",PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,99,124.91,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,100,788.45,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,101,"10,718.74",PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,102,62.85,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,103,55.46,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,104,70.98,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,105,14.79,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,106,18.49,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,107,673.63,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,108,"1,104.11",PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022245,800124216,INTERSERVE ( FACILITIES MGMT),MANF022245,109,"1,147.30",PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022246,800124221,INTERSERVE ( FACILITIES MGMT),MANF022246,1,323.85,PLANNED CLEANING,07/01/19,"23,190.17",Technical and Service Support,Cleaning & Janitorial
MANF022246,800124221,INTERSERVE ( FACILITIES MGMT),MANF022246,2,152.26,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022246,800124221,INTERSERVE ( FACILITIES MGMT),MANF022246,3,13.44,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022246,800124221,INTERSERVE ( FACILITIES MGMT),MANF022246,4,331.29,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022246,800124221,INTERSERVE ( FACILITIES MGMT),MANF022246,5,231.35,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022246,800124221,INTERSERVE ( FACILITIES MGMT),MANF022246,6,154.30,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022246,800124221,INTERSERVE ( FACILITIES MGMT),MANF022246,7,162.85,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022246,800124221,INTERSERVE ( FACILITIES MGMT),MANF022246,8,173.35,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022246,800124221,INTERSERVE ( FACILITIES MGMT),MANF022246,9,181.93,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022246,800124221,INTERSERVE ( FACILITIES MGMT),MANF022246,10,117.32,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022246,800124221,INTERSERVE ( FACILITIES MGMT),MANF022246,11,284.52,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022246,800124221,INTERSERVE ( FACILITIES MGMT),MANF022246,12,200.80,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022246,800124221,INTERSERVE ( FACILITIES MGMT),MANF022246,13,229.30,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022246,800124221,INTERSERVE ( FACILITIES MGMT),MANF022246,14,118.22,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022246,800124221,INTERSERVE ( FACILITIES MGMT),MANF022246,15,154.31,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022246,800124221,INTERSERVE ( FACILITIES MGMT),MANF022246,16,329.80,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
MANF022246,800124221,INTERSERVE ( FACILITIES MGMT),MANF022246,17,78.05,PLANNED CLEANING,07/01/19,,Technical and Service Support,Cleaning & Janitorial
