Identifier,Title,Description ,Currency,Amount awarded,Award Date,Planned Dates:Start Date,Planned Dates:End Date,Recipient Org:Name,Recipient Org:Identifier,Recipient Org:Charity Number,Recipient Org:Company Number,Funding Org:Identifier,Funding Org:Name,Funding Org:Department,Grant Programme:Title,Last Modified,Data Source,Approved by
360G-GLA-GB5RY0Yc37nI68y,Grant to Bermondsey Community Kitchen,Bermondsey Community Gardens,GBP,12500,2018-01-31,2018-01-31,2019-02-10,Bermondsey Community Kitchen,360G-GLA-R96pm6H7MSGwQeV,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Green Space Grants,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-G0VeNTBD0bIP057,Grant to Seeds for Growth,Isle of Dogs Community Gardens,GBP,20000,2018-01-31,2018-01-31,2019-02-10,Seeds for Growth,GB-CHC-1117640,1117640,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Green Space Grants,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GiC8qpZM28W7uFf,Grant to what: if projects,Stoneydown Park Expansion,GBP,26006,2018-01-31,2018-01-31,2019-02-10,what if: projects & London Borough of Waltham Forest,GB-COH-04767127,,04767127,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Green Space Grants,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-Gt5pIj1GxDoKMHB,Grant to Friends of Greenway Avenue Community Play Garden,Greener Greenway,GBP,5000,2018-01-31,2018-01-31,2019-02-10,Friends of Greenway Avenue Community Play Garden,360G-GLA-RI4HKtRzqjL559j,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Green Space Grants,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-Gvi0Z0CO2yUx0z7,Grant to Matter Architecture,Linear Park: Sensory Gardens,GBP,20000,2018-01-31,2018-01-31,2019-02-10,Matter Architecture & London Borough of Waltham Forest,GB-COH-10155648,,10155648,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Green Space Grants,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GZvU0FcWku0N7T0,Grant to Chestnut Grove Academy,"Greening, Growing and Gaining",GBP,28757,2018-01-31,2018-01-31,2019-02-10,Chestnut Grove Academy,360G-GLA-Rs5SsClWt7zsGL7,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Green Space Grants,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GiGm3jZ4ymM0as9,Grant to Wessex Gardens Primary School,Clean Air Green Screens,GBP,17000,2018-01-31,2018-01-31,2019-02-10,Wessex Gardens Primary School,GB-UKPRN-10075237,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Green Space Grants,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GgR9528xDS3fc43,Grant to Camden School for Girls,Green Screens CSG,GBP,8400,2018-01-31,2018-01-31,2019-02-10,Camden School for Girls,GB-UKPRN-10000001,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Green Space Grants,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GBwK6Vj340KPh6M,Grant to Christopher Hatton School,Christopher Hatton Greener Playground,GBP,7500,2018-01-31,2018-01-31,2019-02-10,Christopher Hatton School,GB-UKPRN-10078214,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Green Space Grants,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GkV6Lyy7626DT16,Grant to Gospel Oak Primary School,Green Screens for Playground,GBP,15000,2018-01-31,2018-01-31,2019-02-10,Gospel Oak Primary School,GB-UKPRN-10078058,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Green Space Grants,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-G9Wp2CLxgMsguyf,Grant to Netley Primary School,Perimiters,GBP,5000,2018-01-31,2018-01-31,2019-02-10,Netley Primary School,GB-UKPRN-10069172,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Green Space Grants,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-G2EX3B14n7eO4yN,Grant to Invicta Primary School,Invicta Green Card,GBP,9500,2018-01-31,2018-01-31,2019-02-10,Invicta Primary School,GB-UKPRN-10078048,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Green Space Grants,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GpYJZ68dlm1JTy1,Grant to Queensbridge Primary School,Queensbridge Oasis - Phase 1,GBP,48246,2018-01-31,2018-01-31,2019-02-10,Queensbridge Primary School,GB-UKPRN-10078028,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Green Space Grants,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-Gemu3mC4J050e12,Grant to London Fields Primary School,Pollution Reducing Green Screens,GBP,8000,2018-01-31,2018-01-31,2019-02-10,London Fields Primary School,GB-UKPRN-10078030,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Green Space Grants,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-G5541U7fR3hm936,Grant to Rotherfield Primary School,Rotherfield Living Wall,GBP,9000,2018-01-31,2018-01-31,2019-02-10,Rotherfield Primary School,GB-UKPRN-10073657,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Green Space Grants,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GI5jx3W21y28371,Grant to LB Islington,Prior Weston Air Quality Green Screening,GBP,12000,2018-01-31,2018-01-31,2019-02-10,LB Islington,GB-LAE-ISL,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Green Space Grants,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-Gck8G8ABr7As3bK,Grant to Friends of Heathbrook PTA,Heathbrook Green Screen,GBP,5000,2018-01-31,2018-01-31,2019-02-10,Friends of Heathbrook PTA,360G-GLA-Rc8dW9nG6egd0zt,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Green Space Grants,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-G58l3rb5xebgOFU,Grant to Oakfield Preparatory School,Greener Playground,GBP,15000,2018-01-31,2018-01-31,2019-02-10,Oakfield Preparatory School,360G-GLA-RtP7RAQkB1fIz0R,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Green Space Grants,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GcReG2AmAWeMs96,Grant to St Mary's CoE Primary School,GoGreen!,GBP,12000,2018-01-31,2018-01-31,2019-02-10,St.Mary's CoE Primary School,360G-GLA-RxA3gfeKUQioPGW,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Green Space Grants,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GTM94R31M847T9R,Grant to Addey and Stanhope Primary School,Hush,GBP,15000,2018-01-31,2018-01-31,2019-02-10,Addey and Stanhope School,GB-UKPRN-10000136,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Green Space Grants,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-G9g11Z9ygKZ5PeY,Grant to Deptford Park Primary School,Deptford Park Primary School Green Wall,GBP,9500,2018-01-31,2018-01-31,2019-02-10,Deptford Park Primary School,GB-UKPRN-10072919,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Green Space Grants,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GU8JrS2wMN7Eqvb,Grant to Keir Hardie Primary School,Green Shields,GBP,8000,2018-01-31,2018-01-31,2019-02-10,Keir Hardie Primary School,GB-UKPRN-10076421,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Green Space Grants,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-Gebo6BqNmN0FHC5,Grant to St Stephen's School,Green Screening,GBP,20000,2018-01-31,2018-01-31,2019-02-10,St Stephen’s School,GB-UKPRN-10074700,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Green Space Grants,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-Gch1P4EaHO48i7v,Grant to Tower Bridge Primary School,Nurturing Nature,GBP,15000,2018-01-31,2018-01-31,2019-02-10,Tower Bridge Primary School,GB-UKPRN-10074604,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Green Space Grants,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-G0bZ6zEZGM16h4W,Grant to St Joseph's Roman Catholic Primary School,St Joseph’s Green Saves Lives,GBP,10000,2018-01-31,2018-01-31,2019-02-10,St Joseph's Roman Catholic Primary School,360G-GLA-R1be4Jvd5JQ5hT3,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Green Space Grants,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GN3yjjeDi951f1y,Grant to Boutcher Primary School,Reducing Traffic Pollution in School Playgrounds with Green Screen & Orchard,GBP,9018.75,2018-01-31,2018-01-31,2019-02-10,Boutcher Primary School,GB-UKPRN-10076249,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Green Space Grants,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GJumVPbC52343Nr,Grant to Goose Green School,The Goose Green Clean Air Garden ,GBP,6051.5,2018-01-31,2018-01-31,2019-02-10,Goose Green School,GB-UKPRN-10065199,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Green Space Grants,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GAW0CI15n62bxqU,Grant to Oliver Goldsmith Primary School,The Green Screen Project,GBP,12500,2018-01-31,2018-01-31,2019-02-10,Oliver Goldsmith Primary School,360G-GLA-RR8KvHfNNpnqC0I,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Green Space Grants,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GF8s7UEXD8IFh6Z,Grant to Charlotte Sharman Primary School,Greener Infrastructure ,GBP,10000,2018-01-31,2018-01-31,2019-02-10,Charlotte Sharman Primary School ,GB-UKPRN-10057393,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Green Space Grants,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-G4p4K4ZOot3qb3J,Grant to Marner Primary School,A Greener Marner,GBP,30000,2018-01-31,2018-01-31,2019-02-10,Marner Primary School,GB-UKPRN-10074592,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Green Space Grants,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GtQ9Nc5z2oDof2H,Grant to St Anselm's Catholic Primary School,The Green Corner in Tooting Bec,GBP,10000,2018-01-31,2018-01-31,2019-02-10,St Anselm's Catholic Primary School,GB-UKPRN-10071688,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Green Space Grants,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GL9hhOUbGJu73H9,Grant to St Peter's Eaton Square C of E Primary School,Green Living Wall,GBP,7000,2018-01-31,2018-01-31,2019-02-10,St Peter's Eaton Square CofE Primary School,GB-UKPRN-10073997,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Green Space Grants,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-G64o46ew6J0uM45,Grant to St Clement Danes CE Primary School,Cleaner Air Green Screens,GBP,7500,2018-01-31,2018-01-31,2019-02-10,St Clement Danes CE Primary School,GB-UKPRN-10074002,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Green Space Grants,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-G9bFj0bG14g71IT,Grant to St Mary's Bryanston Square CE Primary School,Clean Air Green Screens,GBP,7500,2018-01-31,2018-01-31,2019-02-10,St. Mary’s Bryanston Square CE Primary,GB-UKPRN-10073999,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Green Space Grants,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GAeE93D7h0FQ6Pm,Grant to Trees for Cities,Planting Healthy Air in Schools,GBP,50000,2018-01-31,2018-01-31,2019-02-10,Trees for Cities,GB-CHC-1032154,1032154,02874642,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Green Space Grants,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-Gs5wAnHa6CGVO7P,Refugee All Stars #We Stand Together,This project releases the untapped potential of sport as a driver for change in refugee communities. Participants will be equipped with key life-skills through volunteering and trained in community outreach to engage people from their community in partnerships between refugee organisations and mainstream sports providers that aid social integration,GBP,139130,2018-10-31,,,Croydon Voluntary Action,GB-CHC-1060157,1060157,03271298,GB-LAE-GLA,Greater London Authority,Sports Team,London Together Fund,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GZ81or8bkC62L7X,Tottenham Silver Sports,"TOTTENHAM SILVER SPORTS: We will create activity hubs in Sheltered Housing Schemes in Tottenham bringing residents and non-residents together through sports in order to reduce isolation, improve health & happiness. The project will be co-produced with beneficiaries. Peer support and training will ensure its sustainability.",GBP,131088,2018-11-01,,,Groundwork London,GB-CHC-1121105,1121105,04212532,GB-LAE-GLA,Greater London Authority,Sports Team,London Together Fund,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-G38w00K2TEuKk8t,Shared Futures,"This partnership project led by Celtic FC Foundation (CFCF) has been designed with young people and the community. It will bring together diverse communities in East London through sporting activities, personal development and community events. Peer mentors will lead their own volunteering projects creating ongoing pathways for social integration.",GBP,123200,2018-11-02,,,Celtic FC Foundation,GB-COH-CS000042,,CS000042,GB-LAE-GLA,Greater London Authority,Sports Team,London Together Fund,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GShH33X7mZ9r750,FBB: Every Ends,"FBB, St Matthew's Project (SMP) and Spiral are partnering to work with 120 at risk young people from our schools in rival South London postcodes to join FBB's Every Ends programme. Every Ends uses FBB's football-themed classroom curriculum for weekly sessions to develop trust and emotional competencies along with sports-focused employability suppor",GBP,117500,2018-11-03,,,Football Beyond Borders,GB-COH-08809181,,08809181,GB-LAE-GLA,Greater London Authority,Sports Team,London Together Fund,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-G08vDLk0E31jXJn,Muslim Girls Fence - Communities,"‘Muslim Girls Fence - Communities’ tackles divisions, misconceptions and potential tensions between Muslim and non-Muslim women in increasingly segregated communities in East London. Using fencing to bring people together from different backgrounds, and guided creative workshops to explore the different experiences and issues of each group",GBP,111000,2018-11-04,,,Maslaha,GB-COH-07309979,,07309979,GB-LAE-GLA,Greater London Authority,Sports Team,London Together Fund,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-G1P7y67rL07bZ27,London Futures,"London Futures is an employability programme for young Londoners with learning disabilities & mental health problems, facing loneliness & social isolation. Using sport & specialised mentoring, these young Londoners unite to compete in employability challenges to improve their career aspirations & become more integrated in their communities.",GBP,104920,2018-11-05,,,The Change Foundation,GB-CHC-1046047,1046047,,GB-LAE-GLA,Greater London Authority,Sports Team,London Together Fund,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-Gxu5545YGYUje30,Sport for Inclusion,"We will use sport to address the exclusion & disadvantage faced by visually impaired (VI) young people (YP), piloting a model that will reduce isolation, increase community engagement by enhancing the capacity of local youth organisations to include VI YP in their wider provision.",GBP,64253,2018-11-06,,,The Royal Society for Blind Children (RSBC),GB-CHC-307892,307892,,GB-LAE-GLA,Greater London Authority,Sports Team,London Together Fund,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GRMPT66DMCTZYri,Women Together in Finsbury Park,"In partnership with 5 grassroots women's organisations in north Islington, we will use sporting activities in community venues to bring Black Asian Minority Ethnic and Refugee (BAMER) women together. They will be supported to access mainstream services, and community cohesion will be facilitated through social activities and events.",GBP,64352,2018-11-07,,,Holloway Neighbourhood Group,GB-CHC-290493,290493,,GB-LAE-GLA,Greater London Authority,Sports Team,London Together Fund,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-G5DwnK1e7mnS14P,East London United,"The East London United project will engage children and young people in Waltham Forest and Hackney, supporting social intergration through sport. The project will help young people to fulfill their potential, particularly those at risk of isolation and being caught up in crime. The project will deliver a range of sport and cultural activities.",GBP,61259,2018-11-08,,,Salaam Peace,GB-COH-08860191,,08860191,GB-LAE-GLA,Greater London Authority,Sports Team,London Together Fund,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GgKQPVZ7914iQZv,Badu Sport Summer Camp,"A 4-week block of multi-sport summer camps in partnership with 20 schools/PURs. Free spaces for young people identified as marginalised (low-income, risk of serious youth violence/gang activity, hard to reach). ",GBP,15000,2018-07-31,,,Badu Sport,GB-COH-07011298,,07011298,GB-LAE-GLA,Greater London Authority,Sports Team,YLF Impact Partnerships 2018 - Summer Activity,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-G34Vv64e6BlCWh1,Box Up Crime Summer Activity Programme,"An 8 week programme working with at risk young people, including a pop up boxing ring which will travel across a number of deprived boroughs where young people can take part in boxing sessions alongside festivities (e.g. food, music etc) in local parks/estates. ",GBP,10000,2018-08-01,,,Box Up Crime,GB-COH-08816486,,08816486,GB-LAE-GLA,Greater London Authority,Sports Team,YLF Impact Partnerships 2018 - Summer Activity,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-G11096XYpVgpa3h,Street Tekkars Outreach,A 6 week programme which will run through July/August involving 2-3 hour sessions using sports workshops to provide activity for young people who are in a gang or have been in the criminal justice system. ,GBP,10000,2018-08-02,,,Hackney Wick FC,360G-GLA-R276yQFVxe3cnsY,,,GB-LAE-GLA,Greater London Authority,Sports Team,YLF Impact Partnerships 2018 - Summer Activity,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GAO7TF9N4RgrIM3,Ignite Trust Summer Activity Pogramme,"A 5 to 6 week program that will provide opportunities for young people to engage with a range of multi-sports. The sports sessions will be a mixture of organised sessions in a specific location (Football in a sports hall) and pop up sessions in various locations around Harrow where young people congregate i.e. public parks. In addition, 1:1 Boxing or gym sessions for our more at risk young people will be offered. ",GBP,10000,2018-08-03,,,Ignite Trust,GB-CHC-1088365 ,1088365 ,,GB-LAE-GLA,Greater London Authority,Sports Team,YLF Impact Partnerships 2018 - Summer Activity,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-Gv8nF482QWq39YW,Key4Life Summer Activity Programme,"Targeted 8-week program for young men who are at risk of offending (identified by police, leaving care workers, probation and networks) and young men released from HMP Brixton. Program involves Monthly support meetings, 1: 1 employment search support, 1:1 mentoring, a 2day rural residential trip and a series of boxing and football workshops",GBP,15000,2018-08-04,,,Key4Life,GB-CHC-1152426,1152426,,GB-LAE-GLA,Greater London Authority,Sports Team,YLF Impact Partnerships 2018 - Summer Activity,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-G74WVPLDc97FaP3,Getting Ready,A summer sports programme providing young people an avenue to get active in their local youth group (40 across London). The programme will focus on disadvantages and low socio-economic areas. The programme will fund up to 40 organisations and reach up to 1000 young people.  ,GBP,20000,2018-08-05,,,London Youth,360G-GLA-Rk3Jdnxt7L4dF98,,,GB-LAE-GLA,Greater London Authority,Sports Team,YLF Impact Partnerships 2018 - Summer Activity,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GPZRS5t7un7knfn,XLP Summer Activity Programme,"A 4 to 6 week programme involving sports; specifically coaching/training sessions, swimming activities, healthy eating and life skills sessions. Two weeks will be solely dedicated to sports. The programme will reach up to an additional 40 young people and be delivered in lower socio-economic and disadvantaged areas in London. ",GBP,10000,2018-08-06,,,XLP,GB-CHC-1101095,1101095,,GB-LAE-GLA,Greater London Authority,Sports Team,YLF Impact Partnerships 2018 - Summer Activity,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GqGRkpK76FAH2zi,ISC Links,"ISC Links will engage with young Somalis at risk living in Islington. Many will have dropped out of education and none will be participating in any kind of sport. The project offer positive opportunities to take part in weekly sports activities as a way of divert them from anti-social activities including gangs and drug use. The project will show the young people how to use their time productively. ISC Links will boost fitness, teamwork and leadership skills. The project will include a Job Club with mentoring support from other young people in order that participants progress into training and employment.",GBP,62075,2018-10-01,2018-10-01,2018-09-30,Islington Somali Community,GB-CHC-1136720,1136720,,GB-LAE-GLA,Greater London Authority,Sports Team,YLF Sport Unites Small Grants,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-Gw3YrwR57SNn50A,Community Sports Coaches,The key aim of our project is to improve the life chances of disadvantaged children and young people in Hackney - with a focus on supporting those identified as being ‘at risk’ of becoming involved in anti -social behaviour or crime. Young people aged 15+ will receive training and qualifications in multi-sports and facilitation so that they can become independent Community Sports Coaches who arrange and deliver sports activities in the local community for young people aged 10-21 years old,GBP,90000,2018-10-02,2018-11-05,2021-11-26,SkyWay Charity,GB-CHC-1093239,1093239,,GB-LAE-GLA,Greater London Authority,Sports Team,YLF Sport Unites Small Grants,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-G8fwwaqOkf5N6Jq,ARCA Active,"Through the provision of recreational and educational activities, the support of qualified professionals and a relationship with the local police, this project will support young people from disadvantaged backgrounds and those who are at risk, or involved in gangs. We have been working with a large group of young people for 5 years, we have identified their passions and struggles, and we are now better equipped and connected to be able to meet their needs. Activities will include: football (both recreational and competitive), singing, employability training, tutoring, educational workshops and trips, mentoring, counselling, leadership training, volunteering and police collaboration.",GBP,30000,2018-10-03,2018-10-01,2021-09-30,ARCA Generation,GB-CHC-1161984,1161984,,GB-LAE-GLA,Greater London Authority,Sports Team,YLF Sport Unites Small Grants,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GhJXHyHXdB6x0I6,Flying Fish (anything is possible!): supporting disadvantaged young Londoners to reach their potential,"Our project will use angling as a positive diversionary and preventative activity through which to help 242 young people aged 11-15 years-old from across West London whom are at-risk of becoming involved in crime develop their ability to make positive choices and reach their potential. Flying Fish will raise their aspirations, develop their confidence and self-esteem, decrease any anti-social behaviour and help them engage positively with their local community through volunteering. Our focus will be on young people at risk of or already excluded from mainstream schooling supporting them to re-engage in learning and develop plans aiming for brighter futures.",GBP,86875,2018-10-04,2018-10-01,2021-09-30,Get Hooked on Fishing,GB-CHC-1132448,1132448,,GB-LAE-GLA,Greater London Authority,Sports Team,YLF Sport Unites Small Grants,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GDfFNq139tvnMaL,Active Lives! (Making a difference thru' sports),"SYLA will expand its existing Leadership Academy work by delivering a new programme of regular & enjoyable sports/physical activities over three-years for 80 vulnerable BAME boys. We'll achieve this objective by partnering with two sporting specialists and health educators: The School of Unique Learning Ltd and Football Beyond Borders. The project aims include: 1) Improve boys’ fitness, i.e. physical and mental wellbeing, 2) strengthen character, 3) use leisure time positively and reduce potential to engage in crime, 4) Break social isolation and build stronger kinships with their peers at SYLA and other local C&YP.",GBP,88565,2018-10-05,2018-10-20,2021-10-09,Southside Young Leader's Academy,360G-GLA-Rv5uLmxxI41l5g3,,,GB-LAE-GLA,Greater London Authority,Sports Team,YLF Sport Unites Small Grants,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GN67zBUpujd738y,Lambeth Riding Stars,"Our Lambeth Riding Stars programme gives young people access to horses and horse riding, a sport which for most would be totally out of reach. The project provides weekly riding lessons as well as horse care sessions and dedicated youth work to develop key life skills on top of sports participation. Being given access to a sport that they are encouraged to excel in gives our riders purpose and direction growing up in a challenging urban environment whilst our youth work supports personal development and progress into further education and the world of work.",GBP,81187,2018-10-06,2019-01-01,2021-12-19,Ebony Horse Club,GB-COH-05706817,,05706817,GB-LAE-GLA,Greater London Authority,Sports Team,YLF Sport Unites Small Grants,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-G0f978Y8H2K3SXy,"SOHK for Schools – Changing Lives, Creating Futures","School of Hard Knocks for Schools works with cohorts of up to 25 pupils at risk of exclusion or low educational attainment and teaches them rugby, alongside close personal mentoring. The physical nature of the full-contact rugby teaches discipline, confidence and emotional regulation and pupils also make new friends. The mentoring provides group workshops following the SOHK curriculum, supported by in-depth one-to-one mentoring sessions that provide a listening ear. Pupils play regular matches and receive rewards in the form of kit and trips. We see a dramatic improvement in behaviour, punctuality and attendance - all key predictors of educational attainment.",GBP,87840,2018-10-07,2018-12-21,2021-12-20,School of Hard Knocks,GB-COH-07743730,,07743730,GB-LAE-GLA,Greater London Authority,Sports Team,YLF Sport Unites Small Grants,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GXzg71ldCk1sI1e,Snow-Camp London,"Snow-Camp was founded in 2003 by Dan Charlish whilst working for a community development project in Stockwell, South London. Recognising the potential of using an alternative environment as a means to challenge and support the young people he was working with. Dan, with a passionate and skilled staff team have driven the charity forward to support more than 9,000 youth-at-risk to date. Programmes have developed from an annual ski trip to an accredited journey of courses held at UK Snow Centres including the First Tracks, Graduate, Excel and Apprenticeship Programmes incorporating life-skills training, accredited qualifications, work placements and employment opportunities.",GBP,90000,2018-10-08,2018-10-20,2021-08-20,Snow Camp,GB-CHC-1101030,1101030,,GB-LAE-GLA,Greater London Authority,Sports Team,YLF Sport Unites Small Grants,2019-02-13T14:02:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
